Name,Score
CPOOSD,83
XWOCFV,27
LLHCQI,88
WOJMHL,33
BNBULD,94
IQSOUR,53
RKMHRA,77
OJWDAO,26
XWBUAZ,49
FJLVNA,89
JRPQNC,85
ZMUGEZ,72
QDOKUQ,62
PFAPDK,76
CXAONZ,68
HFRGXR,53
IQCAWO,2
KEESIG,31
UJQUQJ,75
PHZALR,74
ATXSDQ,26
SPZEFW,31
QAVEFQ,55
ZYTQNK,58
NRGZNR,52
VZEZYJ,64
GCQLVW,52
TLRECU,36
FERIOE,36
MOSSLN,6
FWCLAA,72
GRHOSO,16
RHFIFT,0
ZYCPAP,48
RFWITH,1
JQPSKQ,18
FSNKUI,14
YZPACS,43
VSLFHR,42
ROWJZW,97
YPJLKI,4
LSVTMY,2
FMAOFY,87
YTZZXL,98
ZUDUMO,1
HFMDYN,49
HEJVZC,48
FIOBHL,42
WTGKPW,44
SLPISS,32
ZRWPSK,59
LUOCYE,45
XHBGEP,58
QKFUAS,26
YOXTGZ,76
FQGSEF,76
NKVXRT,73
XJTPIL,30
PTPXCB,50
FMZOLZ,29
SFTNRN,0
YLYZFL,80
GJCVDU,58
BSTZQI,11
CDOSPU,62
JRRBQV,79
MAIDXA,48
KRSWCY,2
NNGKOG,100
MNZJZZ,19
VBEUWE,9
YZMMQU,30
CORTYZ,55
RPOMEC,51
ISDSTI,38
JUPPQS,96
SZQSDW,61
XTCYOA,58
TGZHIA,91
MBSTCO,42
JUBLPM,11
UIGESS,62
UIDLRJ,12
AFZEMA,82
JZUBEZ,84
VVONQU,41
ARIOKO,16
EOQCZY,83
TJAQTB,70
WZALEK,83
ABAXMN,33
VNZNZN,29
UQBSZY,21
QCLVJO,18
KZDOPQ,63
XSUKIC,68
MRVILL,84
EUJYJE,24
LROYTM,89
DBEHNL,13
FXHOHI,92
PJGICI,4
JYYZFX,68
SGZCDL,53
TCDTJV,55
IRDUQD,87
NMKAUJ,6
VSENCT,17
NFWKDH,22
MTLHZU,46
VQWWHE,70
NLPPOP,24
SWWSET,7
HSITQA,80
MEGCDH,39
UHPYPG,0
WIWVON,67
HNSHYL,66
KKEARP,70
UBMMVM,83
WXPBYI,48
ZGTFGF,21
NAPWVG,65
GMMJWB,46
ZTICEF,46
POBMBV,70
RMBQPE,86
YQMHIG,53
CYEYVW,76
CEJCSC,37
XFLGGN,13
WSOUMF,6
KPSNZE,87
PAVIBU,59
BCVRHH,89
FPJDBX,16
JJLPJF,50
PXOVQA,36
EZFRRZ,71
NNPVTA,21
JVLTDU,40
ZNZCPI,89
MHVUIF,29
ZXRREG,20
IJKOVF,94
TNVENR,45
VCRIXM,31
LPWUCE,64
VKJURU,29
HEZJFJ,94
AVHLXT,36
CLGKEZ,20
IUJIRD,73
EGVKFB,75
TJFMJP,76
CXGSJN,57
XGLOIY,25
GYSCOI,96
OYDUWP,59
WIKVGW,85
VVRLIK,92
MSHPDJ,94
RTLXVO,11
NKZDYX,25
YDBANJ,9
FYMMNH,25
SCLLZX,45
YATRFD,94
DSGGJZ,34
ZUUTQC,85
EFSRBB,11
UACCEJ,35
KXLDEG,12
UGSULG,53
UOAPXM,73
ZACUVD,17
WRICTF,8
BMCUKT,73
TNDUWX,24
KNNQRQ,23
OFPMVA,67
PAIEKO,14
XHRVUF,82
FHCXWC,15
NBJGBS,24
RWBKKM,36
EIUIKM,56
GNIYZX,91
REEWBL,30
JIFHVG,97
OLYBFX,68
LDJREE,17
GFTPFF,21
IJEGYX,5
YLODDA,24
LPLWKI,78
CUVJQI,86
AEFECF,62
PYCPCE,71
ECXPHM,81
MFTRJY,19
AWCRAO,25
GLEDAW,38
FSEVMC,12
APZYIM,15
MYYHAP,57
IGSTDJ,38
UNGKSB,28
XLRLNP,40
SSDKBB,23
IQRROW,14
KCILKC,3
WQGKVO,64
UDWTSF,62
JTAKYQ,83
DUVZWV,42
ZMUZST,53
AXSMMR,64
AQZFXN,62
WPJQRR,76
UGWBAF,2
XBUDAG,83
JRRGXA,85
XVVXXV,5
XYZTGS,77
RQGODT,98
FCEBOQ,94
BKDHWT,71
WODPNQ,32
QPFBJU,34
IZZNYW,95
QAKZDY,33
BHJEZQ,32
RJXQTO,16
DOBIKV,84
VSMUMP,66
VOOSBK,84
YCJQPA,15
YYKOZR,54
FGNTTX,31
IISFPK,44
NNBXJB,83
YLQNUQ,50
SFZPTM,91
LUBPIA,19
EJXYAA,100
GPOTQF,8
IJZGSQ,13
LADVHO,71
WOKKIV,16
MCBOWG,45
CKFYPM,81
XXZOCD,92
WAFRVE,2
IODTKW,87
TGLWSM,99
XRYQVR,70
VPSDMH,77
MSYLCO,71
LMYMWS,13
IFMERW,74
PALRMJ,47
LYBUPM,25
EHKPKG,98
DZODJU,78
CRHLDQ,90
ZMRKLI,55
DTUQDP,30
UVXDNI,51
QTLFBU,21
DKBZWY,0
LPGBZT,85
SXIWPQ,17
FWWAUO,53
EODDRU,69
GXEDBQ,61
XRSIFG,94
LOHALK,43
LBFCGE,86
MCNLME,44
ISMNYI,53
COYXYG,99
ECRAHI,18
PDLVED,3
MBVUOC,4
OUEHQA,25
REUZNB,35
BTSICV,73
WDNPIW,50
AMRQYX,85
TYOGPK,9
AASLZO,9
TNIYUO,60
OGJAPX,53
AQOFEJ,58
QQYDEK,69
HQBDGB,87
JVVNWO,34
TESFEX,1
NUSESC,45
UXSAAZ,66
RUASVD,34
QANSFH,39
WGHXXH,18
SGNDJS,58
JQDQDD,89
QVPZLF,35
GRYBUM,10
EEFVDV,3
HENYZL,42
XPIOYY,29
FQAEAR,1
BBJMXZ,88
IMIXLW,3
IHBZRI,85
UXLNAW,23
EVHWDB,22
KWSDEC,5
NBYFCP,9
CEMAXN,67
XWTIDB,93
NTVQQN,48
BSUSYI,51
BGCNDD,84
GYSUVK,41
LGTHQC,82
NEYSZC,0
UPKADF,37
RVSGPE,100
LKEBDI,39
XLGOVD,98
SDDEGR,5
ZDYLMW,57
IQGRTX,61
GBTURK,72
TBGVQX,20
TKVOOB,0
TPFVFF,58
YUDFCG,70
ZRIYDO,77
FIHFBF,20
IHXDCJ,19
MIOSPK,10
EVMOXF,78
RSWXCL,72
VJCCET,90
KQWTEX,24
YLLTLK,21
RFOXJF,52
POPDDX,52
VPVSLJ,2
LGSGHI,95
CUJBCH,67
KPWJEJ,9
MFJONZ,100
MVHVVX,44
SVGEJB,98
ACYCPW,26
YYRLAJ,3
AFSRJE,37
HAMXIV,38
OJQABB,41
PAQMXW,18
TMLSGU,13
TPQNWL,68
SUBDHE,19
PNNKJE,44
HRCVAV,100
EJJZJL,3
LLIXJH,97
GYELCR,12
TORYAC,55
TBTAOS,18
AEWHMT,93
JTCEBW,91
RTHSMZ,79
XKMXTF,38
TSBFSZ,62
XCMNJM,86
FYATTC,50
IBSHAU,75
JRWKAN,10
RLZOVB,97
ANWHLP,5
PGKMRO,100
JQQARV,90
HYLDUP,85
UZKTAI,46
QYWGRY,64
MIGBNG,22
CAPAAO,55
VGJKXB,36
RKGRNJ,39
WRGWEY,42
UOVEID,70
ABIVZZ,55
XSMBJC,28
MLTTIV,56
LVRBTD,100
UZLCNY,97
LFMHOB,62
KFCYRV,98
MTXWCW,44
HHKJVN,89
LSLBJW,77
GEHRVI,58
WDIOWN,31
GNREGT,40
NAQIPF,33
VCORPU,37
DZKZEW,3
JHWEAZ,43
AIYYKP,2
UFNUPR,95
FCHPLK,86
XOGQWF,23
UDKQHR,57
IYCEGP,2
WIMVTX,19
BEGNJV,66
YYBZNG,47
ZLTZMS,65
KXWQIN,96
MDDWTC,100
YGSTYX,22
BJKDTR,12
IZOSUT,51
JJMZBV,12
CAFQGB,4
WKRAJS,97
FBNYIH,36
CWLTUO,59
TCHYUV,87
JXGWFC,41
JAQNXV,41
LRHVFN,32
BBMXVH,62
MLXRPY,45
FMNSZF,22
OZBVRH,16
JPZKJW,37
ACOJDG,94
AMBCGY,42
ISEKYO,28
UMBWPO,38
HFSWMB,60
XIMOED,66
XUDULI,36
DHBRKK,77
RTQWAM,43
UOFPJL,10
MDHGPY,74
JUGLCY,39
TZTNVQ,70
BKHXGV,39
YFCDEX,3
KRBDSW,7
GPASEP,15
VZCBRQ,42
EJRMCF,1
LXIUQL,47
JPREPQ,9
WGEJSY,0
ABLUYG,47
UEHFNZ,32
FPIVXY,36
DQIGJM,16
BBTJBB,85
HYJKHL,10
KXPEJM,77
BPFRBV,41
HVNYFD,2
URHDSH,96
DNNKBY,70
CBQHFZ,9
TBHTKY,83
VKGAVU,93
OXJSNV,34
RSSUSV,76
BDDGHB,20
HACCRW,84
HMZLEW,28
BQOHXJ,10
EPICNW,55
VCTNRO,72
WNHCHX,4
OCJPPC,93
DSFUME,20
LVYEGI,41
FREVSN,87
CCDDTY,19
PBDTCI,38
HOUVTT,60
QJEXKF,34
FNZPBQ,38
RFRERV,1
DOMLOI,6
SHIZDM,54
CZQBQR,55
SRQNXO,13
UEXUBK,55
NHSEJS,4
NNLYUF,100
WVSXLH,67
ECKGBX,45
MWBVGS,16
MEBJCH,97
MBUALK,33
UGFDUO,82
ILNIWH,0
CIANWK,30
LEVAGC,4
EYUQNE,4
QHJDFO,56
MNFTTE,51
BPVTWL,71
HSTVLA,25
DXGYAX,35
LMOBGZ,50
BXEIXM,26
AMKFAM,23
YMQWBH,40
LJMJQI,55
DMMMXF,82
MRQIDA,77
NBTVMC,64
DVOFDV,35
FCYNMU,49
KWRGEO,0
SQKHRK,33
OUKORY,12
ACOZQA,13
TTOHMW,51
CBLWQO,12
GDJJGC,47
THTBTZ,15
BFAGHC,18
GOVEZJ,12
DYASAE,78
HWOEPB,21
LVKCHQ,28
ATCCBE,99
RNZPOJ,50
HYQMQT,14
CAWTQW,95
LIDRLR,92
ZBXZYY,42
QVNDSY,24
HQMEPG,50
XLUTBK,0
YBMNKG,66
TGOIAE,1
KFKGOM,34
WKEXVW,2
PNJEYZ,3
LLBCPB,75
DRBGTC,45
PAZRGL,81
IOVDZH,87
KBHBOB,39
ZQEJOU,79
MNZAMT,87
GGVZOS,47
HTCDVK,15
UCEOGK,84
XIZUPA,20
ABJUZV,8
ICUKJB,27
KYABCJ,51
TULHIT,58
YLZGLG,54
NJRGBV,52
WJKKHU,3
FXOOWV,52
OQAUHD,37
EFLMRR,74
MVDUQY,8
QIBUSU,92
BRHEHN,3
OYYKHI,31
LXFOGA,53
GDXMCV,77
FXQAXM,81
PLDDZH,83
BLLRBT,82
WZPCBW,78
EWPKRQ,50
YDZWSP,66
OJSBYF,56
FWKKOO,50
WJFZZY,94
HZLHYN,3
IURKPS,81
IIMJSH,78
GJELXV,70
WQLCFO,93
CKYLWG,21
CHHLSZ,86
NPYBCT,58
UROAWK,21
VMNHHO,85
GEUQYJ,8
DWBODF,33
TGGDJB,33
IDOIHP,30
AYBJZL,99
GBHAEQ,23
LRETNT,31
TJRRXO,11
BJLRCO,73
OBPRNZ,20
SPFSWP,44
BPVXXW,10
DOEPEV,38
ZZTIEB,95
AGSUCH,36
FEURYY,67
GXMARA,17
MCPPYV,73
PNWXTT,87
IGGQOT,73
NMZADR,31
YWGAQG,16
INQNJI,74
XRVAXQ,72
MLXVAF,74
WAHBNJ,98
KQQOEQ,26
DTUHBY,96
HVMMEX,23
CTWKHE,64
JVEFJE,47
OCRJGE,13
DQCUCZ,40
IEKPYN,4
IXFSNW,65
SFTWKU,11
IPBVBY,98
TJGTCO,27
URQAZS,58
GFAIQG,39
NXKEKN,50
WVSCYQ,59
VNHMGY,85
SOSWKT,72
CUNLXJ,23
HVSLPU,2
FKGDMG,6
MOIBMM,25
KQRJVF,9
PUFEPG,60
XCAACY,56
ZWRQOI,34
OHDFWI,86
VVOXSJ,5
PCJANS,33
LRYEEB,70
GCOWGF,37
TZSIGY,19
OEKWHN,12
MHACED,94
CAGJVS,77
YJJZYU,41
IWKJSR,82
VTCEJT,57
KDOLNJ,42
ROPTKB,9
DIPRMG,31
MBWDNG,47
WTVNNC,18
ZLPAJL,1
FRQNLZ,19
LFAATU,16
IYHHUA,76
GCRHHU,53
TFXTPZ,46
MCYTRM,2
YNPKSX,74
GWGKDV,11
DHBUGW,93
FRBWFA,93
LVVKVU,95
CUIJCI,8
ZYNQQS,41
VAALRX,47
GAXKUA,95
SBFTBJ,66
MORILP,52
MYXLNG,17
LOCBYL,70
KXLYBR,56
LBWCUI,58
CECEQP,55
HXPAMS,60
SEZTTH,7
HDMPLS,44
IZMQXH,29
FGSBLQ,60
SZPHWD,51
LLSFYD,3
YIWSDK,35
XLDYEY,97
KWWYET,11
NHRUSG,56
PWOGVM,51
VIZYLQ,65
DMQHCP,34
UFTPYB,80
JBLCBE,36
FYTEXU,43
UEWZCM,30
CUWXSN,50
NUYWZZ,53
ASOYGT,87
ZAEQIA,64
FNCUOJ,56
KWXPSJ,25
PLCRHN,73
LMSYRD,73
GGXFHE,70
YPEDTH,7
IDCNHQ,95
ZRGKYV,54
SLKDYX,14
RVYTJA,7
ZFLUXF,2
BVPPVU,44
KMNKNC,14
CWASPX,6
WCLKWG,95
YHSSHJ,69
WGKYRG,19
RVXRZJ,59
DYHOAL,1
LDQEYA,63
PXDUUF,96
VCXOLU,71
MUCHIR,64
MGAEFU,19
SUJQZO,79
KWOYNK,8
HPEVNS,56
AHKBHL,77
UPVXOL,42
NRJOYU,13
TAYQLW,34
QGHAQP,55
NEFAZX,95
UUKAHR,39
FQILYQ,71
GKCGHN,35
WQEPDC,30
IKAFWF,85
RHGWPY,54
DFPRVP,80
GRAONJ,67
IOPXAG,21
BCQFYS,36
RWWOAZ,35
IJVZBQ,58
AFYCGY,5
WETYLC,58
LBQDEO,14
KDCJHU,50
DAOALE,62
VKMSXJ,94
XJAMNH,80
MKXATA,87
MWSIVD,23
FAXICJ,78
YQYWHA,19
IOCQSV,7
YDSPXR,93
MADZTW,50
FYLMEK,81
JYKFJZ,98
UXVNTX,60
TVKERQ,34
XCHUAC,5
UMTHWA,31
HCZVWO,37
FBDISH,96
NJNGKB,63
KWBVFN,37
SEDADK,8
JCGKWD,90
KPJJZT,4
PAGYFJ,51
OVGHUG,56
BGTOJN,88
QDFSQG,95
OXTKQS,11
JPZAWD,34
DMEWHQ,100
LQGJXH,30
ZYVFSA,34
AMQLQG,94
CMQAWL,51
SBJHLH,14
APMEGU,66
NRWFMM,19
EXYGBK,73
EYKIPL,49
SBUWNF,12
SRBZSJ,65
ICVLWT,35
IFPJMW,73
LVBYQX,75
JCDJXD,29
LITDJH,64
RWIEQK,63
OHXXCW,81
WDBHTQ,32
KFIWTR,39
DASTNU,21
GYJNKD,6
JLTAUK,22
OUNWQY,77
IYVESR,19
VMZKBC,30
TSNCMI,52
NRYJTV,73
QKIYKE,90
QICSEO,36
DXOPQX,69
UELPNM,15
HFTOPY,79
JJQKCT,93
ZBDVDG,37
XCUXRN,43
VIDDLD,11
UZXEUL,80
DOWMVP,60
IAPBED,90
NNTCXJ,36
CZQDPJ,33
BHRDKF,6
VRNBKI,80
DXKJZI,55
MIMBYN,100
XLLPER,6
SDEKGF,10
NEJVMS,52
BPZCGG,48
AZTZVA,63
LPDNBB,90
NPJDMH,100
GJCGYB,62
KLHORC,38
HLCWUO,83
TSAUES,33
DEHDZA,76
MYECYK,89
GJGWSJ,75
HENYAV,38
OXDLMS,19
HHZLTU,52
ESOGKG,74
UPUQWF,59
DBDLSU,53
RWJSVA,24
ZXAPYG,63
QLUPOQ,29
QAXZVM,80
PUGGDZ,38
WLPWHR,69
MUPSTN,75
ACNTFB,35
SSGNOO,85
HIRJRF,27
YUORDA,56
FVUBZW,88
TKZHGF,34
RNVMTJ,83
RHZZWO,92
NFLNEF,37
BTUUNW,69
INNRRD,68
PDNFDS,52
JVFLIG,45
YKTHLG,54
DLEAJE,94
XWRUST,46
PRIZCR,67
EBNOJG,52
XRYLMO,56
FNAYUQ,73
MTEWRV,78
KDJPEI,79
EIJVNA,7
IIDMZN,46
QNXQHX,95
HVSXTY,91
YPTGCY,0
BGJYMH,63
SRJDQS,66
VGLZSU,63
TIFPPV,2
BQTQZH,42
RUXRON,14
RVQFGL,75
BYYBZN,89
GITLMD,13
FISCGK,90
XNDZVQ,92
NYCKVI,20
RDCZZT,44
KRFXAD,18
BKYDUD,28
YWPHVB,94
YDBBAI,63
NOMDFS,75
DCNJXM,36
WZFPDR,8
VDKIOR,11
ARNESI,47
AEPYWK,42
NPLSCB,46
LLTHXE,68
QYIGGZ,72
FKNPCD,16
EPJWDU,1
GYGATG,53
RUSODN,78
LGYKHG,1
SEUYYO,95
OXWFPS,72
HFWWFB,85
YKYMGK,4
UYTTXC,33
VBQYFQ,59
GWDTWW,83
HVBXHY,71
TRHWRC,39
OSQDWA,57
XBVUVO,88
NNAAZU,2
LJYAMY,0
AFWQAV,54
UEMZFR,38
GARLSE,10
IPDAXP,22
MSWOWC,34
ZYJEXC,90
AVWZZS,80
ATFXJE,28
RWOBRC,76
WRKKST,44
YEXIDN,5
AEEIJC,82
MEXDQS,23
WFPKQK,18
BIRMSU,41
BTFLTG,35
SXUJPU,66
BWDUZM,58
JXXQGA,16
PHLVUK,69
VWDVFL,60
LHMZHQ,9
EZXTXT,48
FFGZMT,39
XIOBYM,45
SQATGS,54
QOYSQK,68
CYQCXT,3
EKABMM,49
JVRFHQ,33
TLDLDC,18
VJRVHR,46
SHXAKF,12
YCCULC,33
CTXIDX,23
EKQXBR,23
UCGFZF,39
VIWDVO,89
LCBBOJ,23
JPIUCS,75
DHNLCI,91
QGHINC,82
OTLECW,38
DYODZO,38
ULKFST,28
FLDAUB,79
HCRWML,3
EOZJVB,27
DZWBYP,89
SFYHML,22
EDQWUB,5
LPIBTF,3
JGPTFT,77
ULPTYZ,81
LBXBER,50
LQDXJX,34
ODRNWJ,91
VMSNTV,31
CPWVDT,98
UHGTPM,44
BOZRYV,92
SZEUGH,89
NZYWKM,5
JVLTQF,77
MOQRHS,66
ITTNEI,30
XEPXBS,79
UYRVCB,92
CHPJZY,4
LCSMQH,16
VBASHS,75
ZWNQMB,86
ZAKFYO,5
YLRVXX,41
TQEDDW,79
LBGOGJ,28
HGDOFC,61
YEYCDK,51
EMTTLS,28
KVEHZG,96
TFFLTP,23
MXKDAK,21
ZUKQSC,98
WCJJFI,30
XKJZHB,36
SJAVQN,34
NJVHBI,53
JUAIHN,100
HRGKFM,17
FSVFWU,74
JQCULR,90
WGDMQH,44
ORNHJV,60
JARFRY,48
ANLKBB,50
MYCFUL,19
SMOPEI,6
UBBTLP,20
MTIAYJ,88
ONVFKE,84
ONDOVF,29
JJCJMH,68
ULCWPA,6
JDHTFK,27
JSZLLE,3
JPBDXF,51
NYDLDU,66
SPVFFS,57
VHAGKV,20
PGVQPE,52
YFOUZJ,27
PNITOK,88
NIZQLG,43
YZZRXH,86
QWQEHF,39
XMKPKC,93
LYPHME,50
IIAIYV,54
GYHUKY,99
SRUBQO,13
TQSDRO,73
ZNSINC,16
FCZVLP,17
NYYVJA,38
ZQYCJI,53
PXNDKA,37
PNGOKT,56
XZQTSN,36
WUWYYJ,95
RMASET,45
EFETKK,26
KNYPAN,37
LARXYJ,3
FPDXET,72
QILSDD,92
EGPEKV,33
TSOTXD,31
IHUFNT,18
SIGGYK,64
CQIMFA,31
RGHUGT,82
GPADTJ,87
VLOWZR,56
AIWRCR,22
GIWIIH,61
VXYINZ,40
AXIJKM,12
RTGBZH,27
WLKNCU,64
LXQDHZ,93
AYZKTB,20
BKESTB,40
QRUWVE,51
XJEIWU,66
HNIIYS,39
TVWKEB,22
OBQHIN,84
SEUWSC,42
JBIYMC,17
NMERIS,64
LABDAT,64
XQFEGM,94
LSQUKM,56
CEHAFP,22
IDZBHU,60
SCNRKI,94
QJOFUQ,1
KGKFCG,20
FZCSXB,78
IKFIGF,10
MBBQMF,76
VBHZNE,80
PGXABW,9
YVLYWP,46
QCFHAC,98
PLSABC,54
IWPKNE,32
QYOVLP,83
TFAFMS,25
DFHPAC,81
MCFWSR,82
VJBYDN,64
QCGSTU,19
NPRJGM,49
TZVKXI,9
UXWOKI,15
IILXVN,59
JJUDZX,35
ZGPCKS,53
FTGFAC,87
OFACUH,22
EHIBOO,60
ZRDJFM,21
NMQVZM,87
KCWSPM,53
ZLOAKO,37
JFLNPB,3
NYFJKK,89
UCSYLZ,32
IGHAFI,9
NFWDTG,64
MBGJPU,36
ZEOMPE,44
SCUJYV,67
WBGMKE,5
ZLQIWM,40
OUZSZJ,4
KUCQMN,76
MVKWJL,25
KIHMEY,97
BXASTR,83
ELKDBD,81
JZCDWN,4
ZPRSRZ,57
XIRPNI,98
XOKUGM,19
ULCRNW,31
PNZGRO,19
DXJZDX,15
GKFCNW,35
UULTPT,46
MZCFGD,64
RSEXHK,89
JANPIJ,55
BRGQVN,27
CZABET,3
EVLNRF,5
NIODTL,76
LUJMCX,0
JXGTVS,10
AKCBHK,52
MOYGWC,19
MJHFEB,11
MNAUMS,96
ABMXBM,67
CTWPWY,11
MPYIOX,81
BGAYWE,40
TFPTFH,59
DFDGAQ,18
CQTNJM,91
KJQZWH,0
FVDBLR,36
HWWJBZ,39
JYRWVJ,97
JWHNKC,2
DZBTMR,62
XBGFIQ,6
MAWWVS,8
AKQGWD,45
LLVHWJ,18
RNQYDL,43
XAAKUD,74
UKBTQA,56
ZNUOBC,61
REQCQN,59
SKADTA,7
QJOOYP,43
CFJLZH,55
JBLEZJ,84
XQCFBS,93
JARCDN,4
BOAHXC,75
PZRJUQ,64
YSFZSL,38
OWBJTW,95
TJKHVZ,0
OOHXLA,86
GCFOCM,9
XGWNXV,56
CTWZWM,60
ZJQBYC,27
JIDAVK,85
EDDJKU,46
EEGKQR,62
XKYCVV,23
HMDZQP,2
SZKOAN,38
BUVGZF,9
FDAZZV,42
OZMZKL,12
VYKYCM,77
TYPJHL,41
UFCBVX,85
USWIPP,20
TWDGWY,21
XRHQKK,50
CWJBLZ,44
KRJPQY,30
CMWTGX,40
IHLPOG,55
ZQISDF,35
XAOQLN,15
XYPPRO,68
ZTDUQS,85
ZFNJJY,76
MXHGVP,43
IRMUYY,77
ZEMUPA,4
ZMUHRN,70
VQZOGA,68
ZROAAP,81
NBAZNK,43
WQSIJG,39
PISGIF,81
TBOEAK,14
VFUEOJ,95
DDFCEM,97
GUBDBD,36
WPVZQI,65
EGTDNS,34
UTQJHE,30
JBAERJ,39
FPHPCY,100
RHHSGA,84
ORJXGU,44
OPOLOS,99
CMANQR,90
HIUMLX,77
NBVQIQ,6
OKCFHH,79
RHTBYN,27
ONPPUB,45
SGBTXR,54
QRLJCC,77
DQBNMF,58
GGAOFZ,86
VLDJYA,35
XMJANU,99
DJMGOI,58
NLTEQW,98
WDAJRT,57
DDMJHC,1
PMFURX,3
BGHYUJ,68
QKPZAL,29
VWAEES,46
SZFCFV,32
QEOWKC,55
KBLWMP,66
NHSVST,18
OINRCM,53
APEABT,95
YFHWLA,26
LPWWMN,0
EBQSZU,52
FATZOC,14
ZJUSQO,28
OHLKGQ,50
DPFWHS,60
OREXUM,66
JFPNFN,39
GQRRNY,30
XWBPIK,84
GUCCVM,85
LBOVCT,71
HVJHTL,31
EKSIJN,71
WVFCPS,11
LLUFZL,37
CNDNUF,20
TAXRPI,64
UMNHTN,81
MWKIZS,51
QRDFDD,66
UXTXTO,77
EHPYON,66
HEMKRA,68
JMSCOC,95
KHVIQY,32
RTFKAK,10
KTADPO,56
TGKGXU,61
AJKCBU,89
JWLNBB,11
UVXKKM,95
GYRXSL,45
EUAKBZ,13
SZITSA,83
KCLVRG,76
EDMMUV,3
DLOYUC,7
BSGZDB,39
NDEYLF,96
URVCDY,54
POGPMX,4
PJDAGZ,91
QRXLNJ,10
NLWMZC,10
KEDXFL,10
JZSDGS,50
NHGVGQ,56
RDSZYT,78
IWDRES,77
VMUNQK,15
QBBBYL,32
DXQPSO,0
WBWNDS,36
RUDHZQ,81
SELORJ,4
YCYAVA,12
FQZMIS,15
LYMISN,80
EVPYAW,12
RCPSEJ,100
JCGWMV,14
QCXZEM,10
ZELEYR,81
XUJFYV,59
ECBJOG,95
PYVWZL,99
YYOHFM,32
PANDWY,85
CPEXOY,51
LBOHON,94
YRWELC,68
EULJXA,76
QHTBST,18
IKCGPM,30
JJJURF,69
ESMGIY,73
ZUHTVL,78
NRKUFF,65
KXAJXA,80
VRMPYF,33
ATRGOW,79
CQFTPL,8
ZFAWKT,61
UXVSIO,57
MTWJDY,65
SLLUVU,5
RXDFAD,44
VITEPC,27
GGKCEP,70
VGLYUR,65
KOWYSU,86
SRNOUI,2
QMTZDF,62
NDANVI,96
RFWAUQ,19
OGWHTF,12
YSYURH,80
XKBRUA,9
GTJTFS,50
IHLXQO,10
IHSZYC,25
CSUFLP,86
LYMNQN,65
HSHWZE,60
SVUFMQ,30
OXGETE,32
EJBNPX,70
VQESCY,99
HVRFSJ,43
EZNIZI,88
XVUHCN,32
OLYKTG,58
TSQEQH,55
MFLLZD,36
IJNZNS,96
FTYXFD,44
PHFKSI,57
YJITXP,15
BXMHUW,97
PBXJBH,6
TUXRNP,25
BOBEVM,79
BXTMQA,33
SPHYET,64
UKTGLS,44
XVQIAZ,92
BYSULT,59
YDYQEQ,62
OZIXZZ,2
XKARJE,4
KCEYHB,35
DXSNVN,72
QPHCOM,5
OIIVFK,59
DYXIJI,48
NENEKD,24
WFJEFE,69
HXNMBA,64
NRNYTK,25
EABZEC,10
YPWTQQ,27
EXWSDZ,96
PWSSAU,5
VVMEIK,30
SBDCIH,11
BZAZJM,3
YFHVSX,26
UXJDNR,86
YVNEDO,79
JVDTQL,53
KRGTYV,94
WNQRNK,66
LJWBJA,86
VRSUJJ,9
UBBHBK,38
LMRJXV,88
HIBGDM,25
OZLRRE,84
ECFWQF,74
QLWUGY,27
KOMDXN,89
WUIGHK,50
AHPEZC,57
SUYMQZ,2
PSXJQJ,49
IMGQOA,66
SNYTWM,92
VLPOAL,11
YTEKEM,92
JDPBYS,36
HOMTDQ,16
YDGSQN,62
VJSCQC,53
VGRMAO,58
LLDGPF,95
BFFXAZ,54
MWQKUH,60
BGCJES,8
LIGDII,81
BXFEHF,9
GQURZR,53
HZBHEM,34
FIZIFZ,9
YWQKNZ,96
WRGZBT,61
GNCUSR,48
BIJLNH,12
HMXTJG,80
EWMOKZ,76
DMWYEG,12
QGEKPZ,86
UMPSSC,43
LNOJBR,96
RVQQDX,65
RBSZHB,86
BFRQMH,2
WKSQCL,73
CWSEOU,79
BFVEJA,27
IJUVAF,80
DABVNM,27
QAZODV,71
AWNDZF,0
UBEDNM,48
AGJEXN,23
FQJWJS,71
SUOIYX,13
WSJMWC,93
ZLEAQS,55
VUGXJW,65
OGTNTD,81
MLLZVP,44
ITMMNZ,10
TTRHUM,1
SASCWB,7
FZIQHY,85
AFOBHT,68
JALLYU,6
KNLUPM,34
QAUMBG,29
TPIFHP,14
XZAMWI,85
RMNWWA,38
HGDXBI,26
AKCVZT,2
KVRDBS,63
TEDQAH,75
LGPJPJ,88
AXCZHR,78
LDTBLB,51
HTSFHU,13
CTRVLR,98
ZPNFPD,43
WLRKPS,82
TDSPKR,50
RGULUH,21
SRQSOB,81
NPKYZK,9
GFWRSM,94
EKWLXB,68
BQDUOD,68
ZYTNWI,48
BPNQWS,69
HVHVLZ,43
OEWMNW,53
OACHBY,47
KGAQIC,97
EPYWZI,61
QCNONX,84
LVPSPO,58
CLGGSZ,4
MQFMLG,73
UMSWCW,90
FBJABQ,77
UXSAOO,58
SXNRLZ,93
UIFHZK,65
IPBXXZ,4
UTCVXS,33
UNTNPR,25
KPWGPA,48
BEDDGP,25
XPWODB,72
AZDEER,64
YYDQPI,2
GQKFEC,23
BZEMOZ,75
CTXQDA,90
SADDBY,78
HNGMGB,23
XGXAHZ,44
PNTMNO,41
ECMHAQ,35
